evidence_id,user_id,competency_id,assessment_id,assessment_type,evidence_type,score,estimated_level,confidence,date,coverage,item_count,rubric_version,reviewed,state_update_applied,payload_hash,source_id,provenance,source_type,created_at,updated_at
EVD-SEED-011-007,USR-011,COMP-018,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-008,USR-011,COMP-019,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-009,USR-011,COMP-022,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-010,USR-011,COMP-023,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-011-011,USR-011,COMP-024,ASS-SEED-011,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-001,USR-012,COMP-003,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-002,USR-012,COMP-004,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-003,USR-012,COMP-005,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-004,USR-012,COMP-009,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-005,USR-012,COMP-014,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-006,USR-012,COMP-016,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-007,USR-012,COMP-017,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-008,USR-012,COMP-018,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-009,USR-012,COMP-020,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-010,USR-012,COMP-022,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-011,USR-012,COMP-023,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-012,USR-012,COMP-028,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-012-013,USR-012,COMP-SAMPLING,ASS-SEED-012,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-001,USR-013,COMP-003,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-002,USR-013,COMP-009,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-003,USR-013,COMP-013,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-004,USR-013,COMP-014,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-005,USR-013,COMP-015,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-006,USR-013,COMP-016,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-007,USR-013,COMP-017,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-008,USR-013,COMP-018,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-009,USR-013,COMP-021,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-010,USR-013,COMP-022,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-011,USR-013,COMP-024,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-013-012,USR-013,COMP-028,ASS-SEED-013,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-001,USR-014,COMP-003,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-002,USR-014,COMP-009,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-003,USR-014,COMP-013,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-004,USR-014,COMP-014,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-005,USR-014,COMP-015,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-006,USR-014,COMP-016,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-007,USR-014,COMP-017,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-008,USR-014,COMP-018,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-009,USR-014,COMP-021,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-010,USR-014,COMP-022,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-011,USR-014,COMP-024,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-014-012,USR-014,COMP-028,ASS-SEED-014,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.84,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-001,USR-015,COMP-003,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-002,USR-015,COMP-005,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-003,USR-015,COMP-009,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-004,USR-015,COMP-011,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-005,USR-015,COMP-014,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-006,USR-015,COMP-016,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-007,USR-015,COMP-017,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-008,USR-015,COMP-018,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-009,USR-015,COMP-025,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-010,USR-015,COMP-026,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-011,USR-015,COMP-027,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-012,USR-015,COMP-028,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-015-013,USR-015,COMP-029,ASS-SEED-015,MANAGER_REVIEW,MANAGER_VALIDATED,,1,0.86,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-001,USR-016,COMP-003,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-002,USR-016,COMP-005,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-003,USR-016,COMP-009,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-004,USR-016,COMP-011,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-005,USR-016,COMP-014,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-006,USR-016,COMP-016,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-007,USR-016,COMP-017,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-008,USR-016,COMP-018,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-009,USR-016,COMP-025,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-010,USR-016,COMP-026,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-011,USR-016,COMP-027,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,4,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-012,USR-016,COMP-028,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-016-013,USR-016,COMP-029,ASS-SEED-016,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.8,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-001,USR-017,COMP-003,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-002,USR-017,COMP-005,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-003,USR-017,COMP-009,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-004,USR-017,COMP-011,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-005,USR-017,COMP-014,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-006,USR-017,COMP-016,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-007,USR-017,COMP-017,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-008,USR-017,COMP-018,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-009,USR-017,COMP-025,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-010,USR-017,COMP-026,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-011,USR-017,COMP-027,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-012,USR-017,COMP-028,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,2,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
EVD-SEED-017-013,USR-017,COMP-029,ASS-SEED-017,MANAGER_REVIEW,MANAGER_VALIDATED,,3,0.82,2026-09-01T09:00:00Z,1.0,,seed-manager-demo-v3,1,1,,SRC-MOCK,MOCK_BEHAVIOUR,MOCK_BEHAVIOUR,2026-09-07T06:15:00Z,2026-09-07T06:15:00Z
