gap_id,user_id,scope,position_id,competency_id,required_level,current_level,signed_gap,unmet_gap,gap_status,priority,recommendation_status,contributing_role_ids,contributing_activity_ids,provenance,source_type,source_id,created_at,updated_at
GAP-USR-008-CURRENT-COMP-015,USR-008,CURRENT,POS-012,COMP-015,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-CURRENT-COMP-016,USR-008,CURRENT,POS-012,COMP-016,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-CURRENT-COMP-017,USR-008,CURRENT,POS-012,COMP-017,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-CURRENT-COMP-018,USR-008,CURRENT,POS-012,COMP-018,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-003,USR-008,TARGET,POS-014,COMP-003,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-005,USR-008,TARGET,POS-014,COMP-005,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-009,USR-008,TARGET,POS-014,COMP-009,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-011,USR-008,TARGET,POS-014,COMP-011,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-009""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-013,USR-008,TARGET,POS-014,COMP-013,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-009"", ""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-014,USR-008,TARGET,POS-014,COMP-014,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006"", ""ROLE-008""]","[""ACT-009"", ""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-015,USR-008,TARGET,POS-014,COMP-015,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-016,USR-008,TARGET,POS-014,COMP-016,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-017,USR-008,TARGET,POS-014,COMP-017,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-008-TARGET-COMP-018,USR-008,TARGET,POS-014,COMP-018,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-CURRENT-COMP-002,USR-009,CURRENT,POS-001,COMP-002,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001""]","[""ACT-001"", ""ACT-002"", ""ACT-003""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-CURRENT-COMP-003,USR-009,CURRENT,POS-001,COMP-003,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001""]","[""ACT-001""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-CURRENT-COMP-004,USR-009,CURRENT,POS-001,COMP-004,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001""]","[""ACT-002""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-CURRENT-COMP-005,USR-009,CURRENT,POS-001,COMP-005,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001""]","[""ACT-002""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-CURRENT-COMP-006,USR-009,CURRENT,POS-001,COMP-006,3,,,,INSUFFICIENT_EVIDENCE,DIAGNOSTIC_REQUIRED,ASSESSMENT_REQUIRED,"[""ROLE-001""]","[""ACT-003""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-CURRENT-COMP-007,USR-009,CURRENT,POS-001,COMP-007,3,,,,INSUFFICIENT_EVIDENCE,DIAGNOSTIC_REQUIRED,ASSESSMENT_REQUIRED,"[""ROLE-001""]","[""ACT-003""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-CURRENT-COMP-SAMPLING,USR-009,CURRENT,POS-001,COMP-SAMPLING,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001""]","[""ACT-001""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-002,USR-009,TARGET,POS-002,COMP-002,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001""]","[""ACT-001"", ""ACT-002"", ""ACT-003""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-003,USR-009,TARGET,POS-002,COMP-003,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001""]","[""ACT-001""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-004,USR-009,TARGET,POS-002,COMP-004,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001""]","[""ACT-002""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-005,USR-009,TARGET,POS-002,COMP-005,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-001"", ""ROLE-007""]","[""ACT-002"", ""ACT-011""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-006,USR-009,TARGET,POS-002,COMP-006,3,,,,INSUFFICIENT_EVIDENCE,DIAGNOSTIC_REQUIRED,ASSESSMENT_REQUIRED,"[""ROLE-001""]","[""ACT-003""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-007,USR-009,TARGET,POS-002,COMP-007,3,,,,INSUFFICIENT_EVIDENCE,DIAGNOSTIC_REQUIRED,ASSESSMENT_REQUIRED,"[""ROLE-001""]","[""ACT-003""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-016,USR-009,TARGET,POS-002,COMP-016,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-007""]","[""ACT-011""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-017,USR-009,TARGET,POS-002,COMP-017,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-007""]","[""ACT-011""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-009-TARGET-COMP-SAMPLING,USR-009,TARGET,POS-002,COMP-SAMPLING,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-001"", ""ROLE-007""]","[""ACT-001"", ""ACT-011""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-003,USR-010,CURRENT,POS-012,COMP-003,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-005,USR-010,CURRENT,POS-012,COMP-005,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-009,USR-010,CURRENT,POS-012,COMP-009,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-011,USR-010,CURRENT,POS-012,COMP-011,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-009""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-013,USR-010,CURRENT,POS-012,COMP-013,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-009"", ""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-014,USR-010,CURRENT,POS-012,COMP-014,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006"", ""ROLE-008""]","[""ACT-009"", ""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-015,USR-010,CURRENT,POS-012,COMP-015,4,5,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-016,USR-010,CURRENT,POS-012,COMP-016,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-017,USR-010,CURRENT,POS-012,COMP-017,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-CURRENT-COMP-018,USR-010,CURRENT,POS-012,COMP-018,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-003,USR-010,TARGET,POS-014,COMP-003,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-005,USR-010,TARGET,POS-014,COMP-005,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-009,USR-010,TARGET,POS-014,COMP-009,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-011,USR-010,TARGET,POS-014,COMP-011,3,4,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-009""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-013,USR-010,TARGET,POS-014,COMP-013,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-009"", ""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-014,USR-010,TARGET,POS-014,COMP-014,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006"", ""ROLE-008""]","[""ACT-009"", ""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-015,USR-010,TARGET,POS-014,COMP-015,4,5,-1,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-006""]","[""ACT-010""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-016,USR-010,TARGET,POS-014,COMP-016,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-017,USR-010,TARGET,POS-014,COMP-017,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-010-TARGET-COMP-018,USR-010,TARGET,POS-014,COMP-018,4,4,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-CURRENT-COMP-005,USR-011,CURRENT,POS-015,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-009""]","[""ACT-016""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-CURRENT-COMP-009,USR-011,CURRENT,POS-015,COMP-009,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-009""]","[""ACT-015""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-CURRENT-COMP-019,USR-011,CURRENT,POS-015,COMP-019,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-009""]","[""ACT-014"", ""ACT-015""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-CURRENT-COMP-022,USR-011,CURRENT,POS-015,COMP-022,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-009""]","[""ACT-015""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-CURRENT-COMP-023,USR-011,CURRENT,POS-015,COMP-023,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-009""]","[""ACT-014""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-CURRENT-COMP-024,USR-011,CURRENT,POS-015,COMP-024,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-009""]","[""ACT-016""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-003,USR-011,TARGET,POS-016,COMP-003,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-005,USR-011,TARGET,POS-016,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-009""]","[""ACT-016""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-009,USR-011,TARGET,POS-016,COMP-009,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008"", ""ROLE-009""]","[""ACT-013"", ""ACT-015""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-014,USR-011,TARGET,POS-016,COMP-014,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-016,USR-011,TARGET,POS-016,COMP-016,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-017,USR-011,TARGET,POS-016,COMP-017,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-018,USR-011,TARGET,POS-016,COMP-018,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-019,USR-011,TARGET,POS-016,COMP-019,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-009""]","[""ACT-014"", ""ACT-015""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-022,USR-011,TARGET,POS-016,COMP-022,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-009""]","[""ACT-015""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-023,USR-011,TARGET,POS-016,COMP-023,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-009""]","[""ACT-014""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-011-TARGET-COMP-024,USR-011,TARGET,POS-016,COMP-024,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-009""]","[""ACT-016""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-CURRENT-COMP-004,USR-012,CURRENT,POS-017,COMP-004,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-010""]","[""ACT-017""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-CURRENT-COMP-005,USR-012,CURRENT,POS-017,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-010""]","[""ACT-019""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-CURRENT-COMP-020,USR-012,CURRENT,POS-017,COMP-020,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-010""]","[""ACT-017"", ""ACT-019""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-CURRENT-COMP-022,USR-012,CURRENT,POS-017,COMP-022,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-010""]","[""ACT-017""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-CURRENT-COMP-023,USR-012,CURRENT,POS-017,COMP-023,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-010""]","[""ACT-018""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-CURRENT-COMP-028,USR-012,CURRENT,POS-017,COMP-028,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-010""]","[""ACT-019""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-CURRENT-COMP-SAMPLING,USR-012,CURRENT,POS-017,COMP-SAMPLING,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-010""]","[""ACT-018""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-003,USR-012,TARGET,POS-018,COMP-003,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-004,USR-012,TARGET,POS-018,COMP-004,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-010""]","[""ACT-017""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-005,USR-012,TARGET,POS-018,COMP-005,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-010""]","[""ACT-019""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-009,USR-012,TARGET,POS-018,COMP-009,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-014,USR-012,TARGET,POS-018,COMP-014,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-013""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-016,USR-012,TARGET,POS-018,COMP-016,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-017,USR-012,TARGET,POS-018,COMP-017,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-018,USR-012,TARGET,POS-018,COMP-018,4,3,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-008""]","[""ACT-012""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-020,USR-012,TARGET,POS-018,COMP-020,4,2,2,2,HIGH,HIGH,NO_VERIFIED_COURSE,"[""ROLE-010""]","[""ACT-017"", ""ACT-019""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-022,USR-012,TARGET,POS-018,COMP-022,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-010""]","[""ACT-017""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-023,USR-012,TARGET,POS-018,COMP-023,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-010""]","[""ACT-018""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-028,USR-012,TARGET,POS-018,COMP-028,3,2,1,1,MEDIUM,MEDIUM,NO_VERIFIED_COURSE,"[""ROLE-010""]","[""ACT-019""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-012-TARGET-COMP-SAMPLING,USR-012,TARGET,POS-018,COMP-SAMPLING,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-010""]","[""ACT-018""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-CURRENT-COMP-009,USR-013,CURRENT,POS-019,COMP-009,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-020""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-CURRENT-COMP-013,USR-013,CURRENT,POS-019,COMP-013,3,2,1,1,MEDIUM,MEDIUM,VERIFIED_DESTINATION_DEMO_MAPPING,"[""ROLE-011""]","[""ACT-021""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
GAP-USR-013-CURRENT-COMP-015,USR-013,CURRENT,POS-019,COMP-015,3,3,0,0,NO_GAP,NO_GAP,NOT_NEEDED,"[""ROLE-011""]","[""ACT-022""]",DERIVED,DERIVED,SRC-PROJECT,2026-09-06T14:52:00Z,2026-09-06T14:52:00Z
